label	text_a
0	BBC  is  a  reliable  news  source  but  this  image  was  doctored  to  make  it  look  like  the  British  outlet  reported  Ghislaine  Maxwell  is  in  intensive  care  for  COVID-19.  https://t.co/giQcAFaGck
0	The  Nation’s  Top  Germaphobe  Howie  Mandel  Says  He  Is  Literally  Going  Crazy  Regarding  COVID-19  https://t.co/UTDdi7MATk  #simoncowell
1	“The  differences  of  IHME  and  Covid  Act  Now  projections  are  the  expected  result  of  different  approaches  to  modeling  the  early  and  incomplete  data  ..  As  more  is  learned  ..both  models  will  converge  on  the  correct  answer.”  Why  two  models  are  better  than  one:  https://t.co/h7pqlafrXU
0	9-17-2020:  In  a  clinical  trial  just  released  today  from  Havana,  Cuba,  good  news  for  Cuba  and  China's  antiviral  injection,  Heberon  Alfa  R  (interferon  alfa-2b),  for  treating  early  COVID-19.  However,  the  control  group  was  much  sicker  https://t.co/Fkw6Dtg7jA  https://t.co/bcYWxFyaPe
1	Today  ID  is  back  but  we’re  missing  hospitalization  updates  from  states  including  AL  AR  CT  IA  LA  MI  MO  MS  NH  OR  RI  SC  and  WY.  Some  due  to  the  new  HHS  directive  others  because  it’s  the  weekend.  We  will  keep  reporting  on  the  availability  of  this  data.
1	On  a  per  capita  basis  things  look  quite  different.  NY  still  dominates  but  Louisiana—due  in  part  to  a  large  outbreak—has  tested  a  lot  of  people.  There  are  huge  disparities  in  testing  between  the  states  as  we've  often  noted.  https://t.co/5x75DI44E3
0	@InconvenientTr5  @AriFleischer  @Cernovich  Remember  when  Trump  usurped  the  Vaccine  Industrial  Complex  several  months  *before*  the  "pandemic"  appeared?  I  do.      Do  you  understand  yet  the  "new  technologies"  being  utilized  in  the  Covid  vaccine?  I  do.      Drain  The  Swamp.      https://t.co/uB8HZyZEZf
0	@hapelensrob  #Fauci  as  head  of  #NIH  in  2005  publishes  this:    Chloroquine  is  a  potent  inhibitor  of  SARS  coronavirus  infection  and  spread    https://t.co/SAVFKPTb91
0	A  claim  that  Sri  Lankan  students  were  flown  home  by  Pakistan  after  they  were  stranded  during  the  county's  COVID-19  lockdown  has  been  shared  on  Facebook  and  WhatsApp.
1	The  identification  on  Feb.  26  2020  of  a  patient  with  COVID-19  &amp;  no  travel  history  indicated  the  likelihood  of  community  spread.  Until  late  Feb.  #COVID19  incidence  was  too  low  to  be  detected  by  emergency  department  surveillance.  More  from  @CDCMMWR:  https://t.co/wvl3kMiGiv.  https://t.co/0JeFWOwRmM
1	We’ve  had  more  than  20000  people  through  managed  isolation  facilities  with  no  evidence  of  any  spread  from  there  to  our  communities.
1	Sir  Ed  Davey  calls  for  the  government  to  apologise  for  "gross  incompetence  over  testing  over  tracing  over  clear  communications"  and  asks  what  the  plan  is  for  those  at  risk  of  losing  their  job.  The  PM  says  the  plan  is  to  "keep  the  economy  moving"  whilst  "suppressing  the  R"  https://t.co/CLMjGqb6A9
1	@GracieLuAnn24  @kevinfurr  @PeterZeihan  @alexismadrigal  The  whole  reason  that  California  switched  from  people  tested  to  tests  performed  is  that  they  were  having  trouble  figuring  out  how  to  assign  tests  to  patients.  So  I  really  doubt  we'll  ever  see  those  numbers.  -@alexismadrigal
1	RT  @Surgeon_General:  Have  questions  about  #COVID19?  Check  out  https://t.co/68gjnbMgtL.  In  addition  to  our  #FAQ  section  you  can  use  the  @…
1	RT  @MoHFW_INDIA:  Health  Ministry  issues  "Containment  and  Surveillance  Manual  for  Supervisors  in  containment  zones"  https://t.co/DdiQujSVIi…
0	In  the  midst  of  a  pandemic,  the  Trump  Administration  chose  to  expend  effort  to  attempt  to  disestablish  the  Mashpee  Wampanoag  Tribe’s  reservation.  #IStandwithMashpee  and  with  all  of  Indian  Country.  https://t.co/5Z6nZjClAf
0	Dettol  and  Lysol  can  kill  coronavirus.
1	An  18  country  recommendation  for  managing  acute  ischemic  stroke  in  COVID-19.  https://t.co/3nrG7kKHfq  https://t.co/zm1p5h9Cvt
1	There  will  be  no  return  to  the  old  ‘normal’  for  the  foreseeable  future.  But  there  is  a  roadmap  to  a  situation  where  we  can  control  the  disease  and  get  on  with  our  lives-@DrTedros  #COVID19
0	Kazakhstanis  could  have  had  the  coronavirus  in  the  fall  or  winter  2019  but  due  to  the  lack  of  test  systems  at  that  time  the  disease  remained  undetected.
0	UNICEF  published  health  advice  on  COVID-19.
0	_Claim  that  there  have  been  tanks  in  the  capital  of  Latvia  Riga  "while  people  are  staying  home."_
0	University  of  Campinas'  field  hospital  located  in  the  state  of  São  Paulo  was  dismantled  because  of  a  lack  of  patients.
0	_Bill  Gates'  coronavirus  vaccine  developed  by  Oxford  researchers  caused  all  test  subjects  to  get  coronavirus._
1	We  also  need  a  nationwide  effort  to  validate  these  tests.  Spain  learned  that  tests  provided  by  Bioeasy  had  very  low  sensitivity  and  had  to  return  their  purchase.  https://t.co/uwqKXSvG9I
0	Schizophrenics  reach  out  to  themselves  https://t.co/jW18ztNAIi  #whitehouse  #psychology  #covid19  #schizophrenia
1	RT  @PIB_India:  #COVID19India  updates  ✅India  maintains  trend  of  High  Recoveries  ✅New  recoveries  have  exceeded  new  cases  for  5th  day  in  a  r…
1	“The  world  🌎  as  a  global  village  is  affected  by  the  #COVID19  pandemic  &amp;  #Nigeria  is  not  spared.  We’ve  entered  the  community  transmission  phase  over  70%  of  infected  people  can’t  trace  their  source  of  infection.  We  urge  the  public  to  #TakeResponsibility  &amp;  stay  safe”  ~  @ywoga  https://t.co/QuDKGlTmPz
0	OSD  to  Maharashtra  CM  Uddhav  Thackeray  breaks  down  during  a  press  meet  referring  to  the  pathetic  handling  of  COVID-19  by  the  government.  He  also  heads  the  medical  assistance  cell
1	The  case  is  a  man  is  his  30s  who  arrived  in  New  Zealand  on  June  21  from  Kenya  via  Doha  and  Brisbane.  He  has  been  staying  at  the  Novotel  Ellerslie  and  is  moving  to  the  Jet  Park  Hotel  today.  The  man  tested  positive  for  COVID-19  as  part  of  routine  testing  around  day  3  of  his  stay.
1	#COVID19Nigeria  UPDATE  The  Lagos  State  Biosafety  Level-3  Laboratory  has  been  activated  for  #COVID19  testing  This  brings  the  number  of  COVID-19  testing  labs  in  Nigeria  to  9  In  progress-  Maiduguri  Kano  Sokoto  Port  Harcourt  Jos  &amp;  Kaduna  #TakeResponsibility  https://t.co/EmjJm5zqBt
1	Office  building  employers  building  owners  and  managers  and  building  operations  specialists  can  create  a  #COVID19  workplace  health  and  safety  plan  to  help  protect  workers  and  clients.  Learn  more:  https://t.co/Blr2U2YjuM  https://t.co/tz4X0JCFJn
0	Recent  photo  from  farmer  protests  shows  a  policeman  pointing  a  gun  at  a  farmer.
0	A  Good  News*  Finally  an  INDIAN  student  from  PONDICHERRY  University,  named  RAMU  found  a  home  remedy  cure  for  Covid-19  which  is  for  the  very  first  time  accepted  by  WHO.  He  proved  that  by  adding  1  tablespoon  of  black  pepper  powder  to  2  table  spoons  of  honey  and  some  ginger  juice  for  consecutive  5  days  would  suppress  the  effects  of  corona.  And  eventually  go  away  100%.  –  Entire  world  is  starting  to  accept  this  remedy.  Finally  a  good  news  In  2020!!  PLEASE  CIRCULATE  THIS  INFORMATION  TO  ALL  YOUR  FAMILY  MEMBERS  AND  FRIENDS.
0	Facebook  and  Twitter  took  action  against  Trump  for  statement  that  children  are  “almost  immune”  from  COVID-19.  The  platforms  said  he  violated  policies  on  misinformation.
0	The  flu  didn't  kill  any  Americans  this  year.
0	Chancellor  Angela  Merkel  knew  of  the  pandemic  since  2013;  the  virus  is  from  a  laboratory.
0	The  coronavirus  pandemic  can  be  dramatically  slowed,  or  stopped,  with  the  immediate  widespread  use  of  high  doses  of  vitamin  C.
0	#covid19  #coronavirus  #coronavirusupdate  Three  British  Muslim  doctors  died  within  days  of  each  other  from  the  coronavirus,  amid  reports  that  NHS  staff  are  being  denied  basic  protective  equipment      https://t.co/SBcEV6pPAm
1	Coronavirus:  Ministers  eye  extension  of  insolvency  measures  https://t.co/5eS3YNPp7N
0	Aung  San  Suu  Kyi  is  number  one  among  women  leader  in  combating  coronavirus.
1	The  total  number  of  confirmed  cases  in  the  country  is  1219.  No  one  is  receiving  hospital-level  care  for  Covid-19.  Yesterday  labs  processed  5020  tests  219  of  those  were  taken  in  managed  isolation.
1	We’re  encouraged  to  see  a  large  number  of  countries  signing  up  to  the  COVAX  Facility.  But  we  face  some  daunting  challenges.  For  the  ACT  Accelerator  to  work  as  planned  it  must  be  funded.  So  far  $3  billion  has  been  invested-@DrTedros  #COVID19  #UNGA  #UN75
0	The  NewsThump  guide  to  places  you  can  visit  during  the  national  lockdown  https://t.co/Rv9clSG0ck  https://t.co/6ZnfYYDJta
0	Galicia  suspended  classes  because  of  coronavirus  on  3/10/20.
1	The  battle  against  coronavirus  is  not  over  Matt  Hancock  says  the  number  of  patients  in  mechanical  ventilator  bed  has  risen  above  100  for  the  first  time  since  July  and  calls  for  the  country  to  "come  together  against  this  common  foe"  Read  more  here:  https://t.co/tG2cktJSKP  https://t.co/hPs6gkeGLd
0	Have  you  seen  the  hashtag  #OfficialSecretsAct?  It  pertains  to  rumours  that  UK  PM  @BorisJohnson  never  had  #COVID19.  Well  it  should  come  as  no  surprise  that  it's  been  debunked  by  fact  checkers.  Here's  the  most  recent  issue  of  our  CoronaCheck  newsletter:  https://t.co/kbrOBedNEo  https://t.co/fd0wVj8pOy
0	???At  John  Lewis  funeral  Obama  told  a  room  full  of  people  that  rooms  full  of  people  is  too  dangerous  so  we  must  mail  in  vote.??�
1	📢#CoronaVirusUpdates:  ✅India's  #COVID19  recovery  rate  improves  to  77.65%  as  on  September  11  2020  📍Steady  improvement  in  India's  COVID-19  recovery  rate  since  #lockdown  initiation  on  March  25  2020  #IndiaFightsCorona  @ICMRDELHI  Via  @MoHFW_INDIA  https://t.co/9wbdIKLLNH
1	RT  @CDCemergency:  Contact  tracing  slows  the  spread  of  #COVID19.  See  these  answers  to  Frequently  Asked  Questions  about  contact  tracing:  http…
1	The  #COVID19  pandemic  threatens  to  unwind  the  gains  we  have  made.  The  impact  of  the  pandemic  on  #tuberculosis  services  has  been  severe.  Data  collated  by  WHO  from  over  200  countries  show  sharp  drops  in  TB  notifications-@DrTedros  #EndTB  #UNGA
0	Says  President  Barack  Obama  ???waited  six  months  to  call  swine  flu  an  emergency  after  thousands  died.??�
1	#IndiaFightsCorona:  There  is  an  exponential  increase  in  the  daily  #COVID19  testing  in  the  country.  Over  11.7  lakh  (1172179)  tests  were  done  in  the  last  24  hours:  Secretary  @MoHFW_INDIA  #StaySafe  #IndiaWillWin  @ICMRDELHI  https://t.co/Ogu1w7st5k
0	Audio  clips  from  a  doctor  who  works  for  Argentina's  most  important  lab  testing  for  coronavirus.
1	REACT  study  finds  that  the  prevalence  of  SARS-CoV-2  in  England  is  increasing.  https://t.co/EQ72HMQ39B  #coronavirus  https://t.co/6KBV4vMqEo
0	NEWS!  Brexit  Party’s  official  line  on  Coronavirus  is  ‘rubber  up  and  don’t  order  mussels’  https://t.co/BcENhoWWnp  https://t.co/pqis8tqssQ
0	Indian  government’s  Ministry  of  AYUSH  asked  Patanjali  Ayurved  to  stop  advertising  that  it’s  found  the  cure  for  Coronavirus  until  further  examination.  Tennis  world  champion  Novak  Djokovic  tests  positive  for  COVID-19  after  taking  part  in  Adria  Tour.  #COVIDー19  #coronavirusFacts  https://t.co/74l5MdUnFf
1	Our  daily  update  is  published.  States  reported  720k  tests  31k  cases  and  287  COVID-19  deaths.  https://t.co/yIhkWuGYJ9
1	Current  understanding  is  #COVID19  spreads  mostly  from  person  to  person  through  respiratory  droplets  produced  when  a  person  coughs  or  sneezes  similar  to  how  flu  spreads.  Learn  more  at  https://t.co/VvIzx7O3mM  https://t.co/MiHHHyCfTa
1	Caring  for  someone  with  #COVID19?  Prevent  your  own  illness  by  practicing  everyday  preventive  actions.  Clean  hands  often  avoid  touching  your  face  with  unwashed  hands  limit  contact  with  anyone  who  is  sick  &amp;  frequently  clean  and  disinfect  surfaces.  More:  https://t.co/q1dtcXUKin.  https://t.co/eeXPWGMjjj
1	With  support  from  @WHO  &amp;  @OoasWaho  the  @AfricaCDC  IPC  Working  Group  has  trained  over  3000  healthcare  workers  in  4  months  on  public  health  safety  measures  We’ve  developed  guidance  on  proper  use  of  face  masks  PPE  &amp;  environmental  decontamination  https://t.co/OdTAfuEDSe  https://t.co/vn96i8m5Yd
1	July  is  National  #MinorityMentalHealth  Awareness  Month.  Protect  your  mental  and  emotional  health  during  #COVID19.  Learn  healthy  ways  to  cope  with  stress  like  exercising.  Get  tips  and  resources  from  CDC:  https://t.co/GKZV8vsPCV.  #mentalhealthawareness  https://t.co/IreUUO2YoM
1	for  cure..  Review  of  @ICMRDELHI  Lab  Surveillance  Data  indicated  that  after  initial  #RTPCR  positive  results  #COVID19  cases  became  negative  after  a  median  duration  of  10  days.  Recent  studies  also  suggested  that  viral  load  peaks  in  the  pre-symptomatic  period  (2  days  before)..  (2/4)
0	kalonji  has  100  per  cent  hydroxychloroquine,  and  hence,  is  effective  in  treating  a  coronavirus  infection
0	The  @guardian  has  lumped  Ineffective  chlorine  bleach  with  Chlorine  dioxide  "clo2"  in  killing  #COVID19.  Hypochlorite  &amp;  peroxide  make  bleach  .  Chlorine  dioxide  is  1  molecule  sodium  Chlorite  and  two  molecules  oxygen  to  make  Chlorine  Dioxide  aka  28%  MMS  clo2  .  https://t.co/KNL3epAgRd
0	JOE  EXOTIC  TESTS  POSITIVE  FOR  CORONAVIRUS  IN  PRISON
0	A  video  shows  the  new  hospital  set  up  in  China  for  coronavirus  patients.
1	The  number  of  patients  currently  hospitalized  with  COVID-19  has  fallen  35%  from  the  peak  on  July  24.  https://t.co/iPuomIeXVU
0	People  in  Wuhan  are  locked  inside  their  houses  trying  to  escape  a  building  fire.
0	The  reason  the  U.S.  documented  the  most  COVID-19  cases  in  the  world  in  2020  was  because  it  had  tested  more  residents  at  a  faster  rate  than  any  other  country.
0	_A  claim  that  the  novel  coronavirus  was  never  detected  in  the  major  Chinese  cities  of  Beijing  and  Shanghai  has  been  shared  repeatedly  on  Facebook  Twitter  and  Instagram._
0	Government  and  media  hides  death  and  coffins  in  a  parking  lot  in  Spain.
1	Cities  large  and  dense  by  definition  do  not  inevitably  support  explosive  viral  transmission;  rather  a  myriad  of  other  factors  create  the  hotspots.  Check  in  how  your  community  is  doing:  https://t.co/DYojLfjhyd
1	As  of  July  28  the  cumulative  number  of  #COVID19  cases  reported  in  the  U.S.  surpassed  4  million.  Wear  a  mask  when  around  people  who  don’t  live  in  your  household.  Stay  6  feet  away  from  others  &amp;  wash  your  hands  often.  See  more  data:  https://t.co/4Ku7nKLZCq  https://t.co/f4Owxa40eZ
1	With  cases  now  doubling  every  seven  to  eight  days  the  government  is  looking  at  introducing  nationwide  restrictions  for  a  short  period  to  try  to  "short-circuit"  the  virus  and  slow  the  spread  of  the  disease  Read  the  latest  here  👇  https://t.co/sxNGPi2Aae
1	The  NZ  COVID  Tracer  app  has  now  recorded  405000  registrations  an  increase  of  25000  from  yesterday.  15500  QR  posters  that  have  been  displayed  businesses  that  represents  about  1/4  of  active  businesses  people  would  likely  visit  like  retail  or  hospitality  venues
0	Indian  Prime  Minister  Modi  announced  an  internet  ban  due  to  the  spread  of  misinformation  regarding  COVID-19.
0	@DrOz  hey  OZ,...my  daughter  just  caught  covid-19,..guess  what,..i  cured  her  with  my  homemade  Colloidal  Silver  at  22,000  ppm  along  with  vitamin  C  and  Zinc  100  mg,....put  that  in  your  pipe  and  smoke  it,...plus  ive  cured  three  others  using  my  solution,....
1	Continue  to  use  preventive  actions  like  washing  your  hands  and  wearing  a  mask  while  you  clean  up  or  when  returning  home  after  Hurricane  #Sally.  https://t.co/UovXYKhRYZ  #COVID19  https://t.co/CLkoMKQpGf
0	NEWS!  Viral  ’10  Album  Challenge’  pandemic  traced  back  to  record  shop  in  Wuhan  market  https://t.co/KaqOYlmZx1  https://t.co/TGwCXm9UYy
1	Initial  data  has  shown  that  adults  over  65  years  old  and  those  with  certain  comorbidities  are  at  the  highest  risk  of  dying  from  #COVID19-@DrTedros
1	“Protesters  should  wear  a  mask  over  their  mouth  and  nose  to  reduce  the  risk  of  transmitting  the  virus.  ‘There’s  probably  evidence—though  that  evidence  is  weak—that  masking  protects  me  but  there’s  more  evidence  that  masking  protects  you’  Shrime  said.”
0	@OmarKelly  As  the  Corona  virus  is  real  and  afffecting  people  I  have  personally  seen  business  the  have  been  around  for  decades  disappear.  What  more  can  we  do  with  this  shut  down?  Wait  until  everyone  is  out  of  business?  We  need  to  open  up,  our  lives  depend  on  it.
0	Israel  is  at  the  forefront  of  the  world  in  the  number  of  tests  for  COVID-19.
1	Different  lockdown  rules  are  in  place  across  the  country  with  curfews  for  some  and  limits  on  household  gatherings  for  others.  Click  below  to  find  out  what  restrictions  are  in  place  in  your  area  👇  https://t.co/zFUWup75Js
0	Paul  Manafort  released  from  prison  to  home  confinement  amid  coronavirus  concerns  #Manafort  https://t.co/RGjwhgPzxS
1	“Sometimes  it’s  not  a  lack  of  resources  that  may  lead  to  inefficiency  but  inability  to  connect  the  dots.  To  measure  efficiency  in  #COVID19  testing  we  set  a  target  to  test  2000  samples  per  day  in  Lagos  &amp;  1000  per  day  in  Abuja”  ~  @Chikwe_I  on  @AIT_Online  https://t.co/Qf13DvLUHR
1	Coronavirus:  People  co-infected  with  flu  and  COVID-19  have  'far  greater  risk  of  death'  https://t.co/WH5GKjF3Kh
1	France  has  recorded  10569  new  #COVID19  infections  in  the  past  24  hours.  The  country  has  also  reported  a  further  311  deaths  bringing  its  total  number  of  fatalities  to  31585.  For  the  latest  #coronavirus  updates  click  below  👇  https://t.co/9fuenrEHo2
1	Over  the  next  week  even  if  you  don’t  have  symptoms  please  have  a  test  if  you’re  in  South  or  West  Auckland  or  if  you  have  a  greater  health  risk  if  you  were  to  get  COVID-19.  Tests  are  free  and  there  are  more  than  1100  testing  sites  nationwide:  https://t.co/9t6PZS4kjP
0	Assassination  of  the  Tunisian  doctor  Mahmoud  Bazarti  after  his  announcement  of  finding  a  successful  vaccine  for  COVID-19  in  Germany.
0	Reese  Witherspoon’s  Julia  Roberts’  And  Mila  Kunis’  Marriages  Suffering  Under  Coronavirus  Quarantine?  https://t.co/W1VhJ76HBO
0	President  Trump  Says  He  Will  Be  Signing  An  Executive  Order  Changing  The  Name  of  the  Coronavirus  https://t.co/nZOTB08EPA  #donaldtrump
0	Govt  clarifies  that  Pradhan  Mantri  Suraksha  Bima  Yojana  (#PMSBY)  doesn't  cover  #COVID19  related  deaths.    PIB  said  Pradhan  Mantri  Jeevan  Jyoti  Bima  Yojana  (PMJJBY)  covers  #COVID  deaths  with  certain  conditions.  https://t.co/HRkwRgJVFT
0	FDA  eases  restrictions  on  gay  blood  donors  unless  they’re  hot    https://t.co/Khrx9phij6  #LGBTQuarantine  #coronavirus  #covid19  https://t.co/kQ4wC9VzWH
0	Facebook  users  claim  that  a  video  shows  French  doctors  throwing  their  coats  on  the  floor  to  protest  against  the  "corona  fraud"
1	Coronavirus  has  made  tackling  obesity  more  urgent  than  ever.  https://t.co/w0jgUVACjT
0	The  science  is  clear."  Meharry’s  Dr.  James  Hildreth  says  despite  CDC  backtrack,  COVID-19  is  airborne
1	Be  ready  for  this  wave  because  it  will  arrive.  A  doctor  from  Spain  has  warned  the  UK  public  to  wear  masks  as  he  says  a  second  wave  of  #COVID19  is  on  its  way.  To  read  more  click  here:  https://t.co/n8oOr2o8eP  https://t.co/41ig35QC0z
1	Our  daily  update  is  published.  States  reported  636k  tests  245k  less  than  last  Thursday.  Today's  case  count  is  43k  and  the  death  toll  is  1117.  https://t.co/n6M4hzXcsq
0	BCCI  officially  suspends  IPL  2020  indefinitely  in  the  wake  of  Coronavirus  pandemic.
0	Video  shows  Chinese  cops  arresting  Coronavirus  patients.
1	RT  @CDC_HIVAIDS:  CDC's  new  guidance  for  #PrEP  programs  affected  by  #COVID19  discusses  home  specimen  collection  kits  for  #HIV  and  #STD  testi…
1	Questions  about  your  pet’s  health  during  the  pandemic?  Talk  to  your  veterinarian  if  you  have  concerns.  We  are  still  learning  about  this  virus  and  how  it  can  affect  animals.  Learn  more  about  pets  and  #COVID19:  https://t.co/ECKkYQ3d4l.  https://t.co/GCEtgDNfU6
1	High  streets  across  England  are  set  to  benefit  from  a  £95  million  government-funded  scheme  to  help  them  recover  from  the  impact  of  #COVID19.  Chief  Executive  of  Historic  England  Duncan  Wilson  #Breakfast.  🕤  0940  📺  Channel  501  📱  Watch  live:  https://t.co/IhbWCO8lbl  https://t.co/tyuUuvlaoe
0	A  video  purportedly  showing  COVID-19  victims  in  body  bags  strewn  across  the  floor  of  a  New  York  hospital  was  shared  several  thousand  times  in  multiple  languages  on  social  media.
1	Also  see  this  thread  from  Harvard  epidemiologist  @michaelmina_lab.  There  is  so  much  uncertainty.  https://t.co/i6eLCL0ChZ  https://t.co/ADr23WNI9t
1	“Since  the  onset  of  #COVID19Nigeria  we‘ve  trained  over  15000  health  workers  on  infection  prevention  &amp;  control  (IPC).  We’ve  developed  an  online  course  on  IPC  to  reduce  risk  of  #COVID19  transmission  in  health  care  settings”  #TakeResponsibility  ~@Chikwe_I  at  @PTFCOVID19  https://t.co/OkLXQAL0sH
0	China  is  seeking  court’s  approval  to  kill  20000  people  positive  with  coronavirus
1	USMLE  backs  off  unpopular  plan  for  shorter  testing.  https://t.co/VZu5TeCD0C
1	•  3  people  are  currently  in  hospital  one  each  in  Auckland  City  Middlemore  and  North  Shore  Hospitals  –  none  are  in  ICU.  •  There  are  still  16  significant  clusters  –  3  of  these  clusters  are  closed.  •  We  are  still  in  Level  3  we  need  to  keep  working  and  learning  from  home.
0	Quotes  Joe  Biden  as  saying  ???people  who  have  never  died  before  are  now  dying  from  coronavirus.??�
1	Local  lockdown  measures  are  to  be  imposed  in  the  Welsh  county  of  Rhondda  Cynon  Taf  after  a  rise  in  coronavirus  cases  https://t.co/ODij6cY0SG
1	RT  @DrTedros:  “Vaccine  nationalism”  invites  the  same  problems  that  were  seen  at  the  outset  of  lockdowns  in  March  when  different  authoritie…
0	Says  COVID-19  remains  in  the  air  for  eight  hours  and  that  everyone  is  now  required  to  wear  masks  ???everywhere.??�
0	Text  claims  that  half  of  the  members  of  the  ruling  party  in  North  Macedonia  (SDSM)  became  infected  with  COVID-19  getting  it  from  the  Vice  President  of  the  party  Muhamed  Zekiri  and  that  the  party  is  becoming  a  new  COVID-19  cluster.
0	We  have  covered  a  few  of  these  in  our  daily  fact  checks.  Here  are  some  more  ridiculous  conspiracies/fake  news  regarding  the  Coronavirus.  https://t.co/apht1bZW6N
0	American  scientist  Judy  Mykowitz  exposes  facts  about  the  US  administration  regarding  coronavirus  and  accuses  the  US  military  of  fabricating  it  in  conjunction  with  the  Wuhan  Chinese  laboratory.
0	Video  shows  muslim  women  spitting  in  plastic  bags  and  throwing  them  into  the  houses  to  spread  coronavirus.
0	A  news  story  by  Italian  TV  RAI  proves  coronavirus  was  created  in  lab  by  Chinese  government.
1	And  of  course  there  are  socioeconomic  factors  that  add  another  dimension  to  these  analyses.  The  first  step  though  is  just  having  the  data  available  so  that  community  leaders  and  health  officials  can  pinpoint  local  needs.
1	RT  @drharshvardhan:  Launched  India’s  first  mobile  lab  for  #COVID19  testing  to  promote  last-mile  testing  access  in  rural  &amp;  inaccessible  area…
0	“The  winner  of  this  debate  shall  be  he  who  can  swallow  this  vial  of  COVID-19...and  survive”  whispers  grinning  Lester  Holt  #DemocraticDebate  #coronavirus  https://t.co/foFI87QZ2h
0	According  to  the  "Plandemic"  documentary  "the  flu  shots  contain  coronavirus".
0	Skin  Rashes  A  Symptom  of  COVID-19
0	???This  is  what  Bill  Gates  and  George  Soros  want  to  do???  secretly  stick  you  with  a  chip  while  testing  you  for  the  coronavirus...  the  Dems  have  a  bill  on  the  House  floor  ready  to  vote  on  it  to  require  this.??�
1	Transport  Sec  Grant  Shapps  says  the  UK  is  at  "a  critical  moment"  in  controlling  the  spread  of  #COVID19  and  adds  'it  is  clear  we  are  just  a  few  weeks  behind  what  we  are  seeing  in  Europe'.  #KayBurley  Read  more:  https://t.co/yzoyRSkDRH  https://t.co/6rS1Hkkgve
1	“…For  every  data  point  there  is  a  human  story.  And  for  every  story  there  are  many  unsung  heroes  that  we  never  hear  about”  says  Guillermo  “Memo”  Sanchez  a  CDC  #diseasedetective  and  #COVID19  responder.  Read  his  story:  https://t.co/YDHvl06N4m.  https://t.co/EReJg20ICq
0	ICYMI:  USS  Bonhomme  Richard  boasts  zero  COVID-19  cases  https://t.co/B5lCvSIquM
1	A  mental  health  crisis  can  emerge  from  this  pandemic.  There  are  public  health  and  policy  measures  that  can  help  -  do  some  research  so  that  you’re  knowledgeable  not  only  for  friends  and  family  but  for  yourself  if  you  find  yourself  feeling  symptoms.  https://t.co/UjZ6R2eOkn
1	Louisiana  has  posted  record  case  counts  back-to-back  after  not  reporting  on  Saturday.  One  positive  thread:  compare  the  hospitalizations  to  cases  charts  and  it's  clear  we're  diagnosing  more  infections.  On  4/2  LA's  first  peak  they  did  5300  tests.  Today  33620.  https://t.co/rgmowepkFE
0	India  newborn  twins  named  Corona  and  Covid  after  virus
0	???Rivers  in  Oklahoma  are  full  of  catfish  carrying  the  virus.??�
1	Coronavirus:  UK  cases  hit  four-month  high  for  second  day  in  a  row  https://t.co/PQ07JC8K4U
0	Man  seen  in  viral  images  was  a  COVID-19  patient  who  fell  in  love  with  his  lady  doctor.  The  two  got  engaged  in  the  same  hospital  in  Egypt.
1	#IndiaFightsCorona  @WHO  has  advised  140  tests  per  day  per  million  population.  With  focussed  Centre  led  efforts  and  effective  implementation  by  States/UTs  34  of  them  have  exceeded  this  requirement.  https://t.co/bkZguoO6Mt
0	They  have  maked  progress  ,  in  early  covid19  they  treated  with  #cow  dung  and  urine.  Now  they  are  inventing  more  procedures,  Modi  is  all  set  to  go  #Mars  https://t.co/QwCf03fF9c
1	#IndiaFightsCorona  Recovery  of  more  than  15  lakh  has  been  made  possible  because  of  the  policy  of  TESTING  aggressively  TRACKING  comprehensively  &amp;  TREATING  efficiently.  Better  ambulance  services  focus  on  Standard  of  Care  &amp;  use  of  non-invasive  oxygen  have  given  desired  results.
0	The  City  Where  Coronavirus  Cannot  Penetrate  https://t.co/SAbwFrccGb  #coronavirus  #denmark  #lego  #plastic
1	Children  are  not  immune  to  the  #coronavirus.  https://t.co/xA8tVVMTYU
1	#IndiaFightsCorona  On  a  steep  rising  curve  India’s  Recovery  Rate  touches  78%.  60%  of  Total  Active  Cases  in  5  Most  Affected  States.They  are  also  reporting  60%  of  total  recovered  cases.  https://t.co/LpsNd2iqz1  https://t.co/LM8y8vj9NX
1	The  4pm  update  is  now  locked  in.  We  show:  41552  total  people  tested  4019  positive  35840  negative  1691  pending  Reminder  we  can't  track  every  negative  test  so  be  very  careful  trying  to  calculate  positive  test  rates.  Make  sure  you  read  the  notes:  https://t.co/azW4aka1AF
1	Our  total  number  of  confirmed  cases  to  1184  which  is  the  number  we  report  to  the  World  Health  Organization.
1	COVID  test  results  that  come  a  week  (or  more)  later  are  "useless."  https://t.co/i5HNG5QbkZ  https://t.co/W6uoyRXQ3q
0	A  video  of  a  coronavirus  suspect  found  in  Hazipur  (Bihar  India)  prison.
0	#coronavirus  This  is  how  scientists  believe  #coronavirus  affects  the  body.  https://t.co/mLmhAN3TJf
1	An  intriguing  study  links  COVID-related  depression  to  changes  in  the  CNS.  It's  this  week's  clinical  trend.  https://t.co/fIhnBoLfhA  https://t.co/UAO00RYbyS
